repoLanguage,forkCount,stargazerCount,repoAge,state,deletions,additions,changedFiles,commentsTotalCount,commitsTotalCount,prExperience,isMember,authorComments,reviewersComments,reviewersTotalCount,bodyLength,prSize,reviewTime,purpose
C#,655,7879,1856.117488425926,MERGED,2,18,1,0,1,1489,True,0,0,0,1413,20,0.042222222222222223,Document
TypeScript,3393,2334,995.3494791666667,MERGED,0,5,2,2,1,347,False,0,2,1,1609,5,1.7047222222222222,Feature
Erlang,2054,12122,3821.0838310185186,MERGED,123,590,8,0,3,391,True,0,0,0,1331,713,36.03861111111111,Document
JavaScript,8844,63474,4102.202083333334,MERGED,40,78,9,5,3,1,False,1,4,2,3630,118,49.50694444444444,Feature
V,2097,34362,1580.3296412037037,MERGED,8,12,2,0,3,21,True,0,0,0,3110,20,12.04111111111111,Document
C#,655,7879,1855.3156018518519,MERGED,53,84,4,2,4,13,False,0,2,2,1875,137,19.607777777777777,Document
TypeScript,4,33,790.4888078703704,MERGED,0,4,2,2,1,616,True,1,1,1,1192,4,0.09361111111111112,Document
C#,655,7879,1856.8408680555556,MERGED,0,3,1,0,1,588,True,0,0,0,2155,3,4.816666666666666,Document
TypeScript,4,33,790.4180671296295,MERGED,1,1,1,1,1,216,False,0,1,1,1392,2,0.21388888888888888,Document
TypeScript,41369,87413,2963.7575231481483,MERGED,12,460,9,1,10,22,False,0,1,1,3544,472,167.54472222222222,Document
Vue,0,1,273.9381712962963,CLOSED,2,2,1,0,1,43,False,0,0,0,1444,4,24.15,Feature
Go,1835,11245,1756.0678587962964,MERGED,15,14,4,0,1,4,False,0,0,0,2749,29,0.3786111111111111,Document
TypeScript,4,33,789.1335648148148,MERGED,55,212,16,1,6,61,False,0,1,1,1304,267,50.53333333333333,Document
TypeScript,4,33,790.1130902777778,MERGED,32,79,14,2,9,227,True,1,1,1,1328,111,3.1327777777777777,Document
TypeScript,307,2556,567.4348958333334,MERGED,60,134,61,0,2,574,True,0,0,0,3769,194,0.2225,Bug
TypeScript,1297,21107,443.5156944444445,MERGED,3780,8710,16,1,5,1023,True,0,1,1,4020,12490,3.9980555555555557,Document
TypeScript,1073,11366,1121.7555092592593,MERGED,6,4,2,1,1,135,True,0,1,1,1170,10,0.3047222222222222,Bug
PHP,1334,2960,4235.248090277778,CLOSED,988765,91052,9319,1,1221,2,False,0,1,1,5981,1079817,0.03777777777777778,Document
C#,80,125,846.3752199074074,MERGED,69758,350,331,0,13,181,True,0,0,0,1047,70108,29.905555555555555,Document
Starlark,440,286,516.8022106481482,MERGED,1,11,1,0,1,47,False,0,0,0,1767,12,76.43583333333333,Feature
Python,2407,12182,269.65452546296297,CLOSED,9,529,6,5,70,142,True,4,1,1,2904,538,685.7811111111112,Document
Vue,0,1,273.0004050925926,CLOSED,2,2,1,0,1,42,False,0,0,0,1293,4,0.57,Document
TypeScript,41369,87413,2965.752002314815,MERGED,1,23,3,1,1,600,True,0,1,1,3523,24,0.4125,Document
TypeScript,307,2556,565.7594444444445,MERGED,15,40,8,2,2,305,True,1,1,1,3709,55,4.118055555555555,Feature
TypeScript,41369,87413,2965.524467592593,MERGED,10,10,7,0,1,105,True,0,0,0,3888,20,1.6147222222222222,Document
Go,1835,11245,1755.8877430555556,MERGED,5,9,2,0,1,24,True,0,0,0,2478,14,0.17305555555555555,Document
TypeScript,307,2556,565.5058564814815,MERGED,204,245,45,2,6,303,True,1,1,1,4372,449,8.706944444444444,Feature
Java,450,746,4098.927465277778,MERGED,16,13,6,1,2,78,True,0,1,1,3759,29,2.7711111111111113,Bug
TypeScript,41369,87413,2965.111388888889,MERGED,2,2,2,0,5,441,True,0,0,0,3261,4,7.7725,Document
Erlang,2054,12122,3822.3325810185183,MERGED,163,273,7,2,1,373,False,0,2,1,1730,436,42.25861111111111,Document
TypeScript,15,34,516.5333101851852,MERGED,50,820,22,0,13,135,False,0,0,0,1301,870,26.18888888888889,Bug
JavaScript,5139,7050,1227.984652777778,MERGED,4,895,23,6,7,0,False,2,4,2,5053,899,256.1386111111111,Feature
TypeScript,1073,11366,1119.7140162037037,MERGED,6,10,1,1,1,134,True,0,1,1,1511,16,0.6719444444444445,Bug
TypeScript,3393,2334,992.1566087962964,MERGED,4,4,2,1,2,338,False,0,1,1,1665,8,11.713888888888889,Feature
TypeScript,41369,87413,2964.869351851852,MERGED,22,22,6,0,1,599,True,0,0,0,3255,44,0.32555555555555554,Document
Go,1835,11245,1756.9130902777779,MERGED,12,12,2,0,2,555,False,0,0,0,1421,24,2.2622222222222224,Document
TypeScript,3393,2334,996.6910532407406,MERGED,4,4,3,2,1,0,False,0,2,1,2014,8,5.559444444444445,Bug
TypeScript,41369,87413,2963.909872685185,MERGED,63,67,3,1,1,101,True,1,0,0,3458,130,12.443888888888889,Document
TypeScript,3393,2334,995.7276041666668,MERGED,2,2,1,2,1,0,False,0,2,1,1743,4,51.83138888888889,Bug
TypeScript,41369,87413,2963.7964930555554,MERGED,25,24,2,0,3,6,False,0,0,0,3365,49,3.828611111111111,Document
Go,1835,11245,1755.6252083333331,MERGED,2,2,1,0,1,169,False,0,0,0,1572,4,0.03722222222222222,Document
Erlang,2054,12122,3824.2863541666666,CLOSED,0,3,1,2,1,375,False,2,0,0,1717,3,48.908611111111114,Document
Python,2407,12182,269.77585648148147,CLOSED,0,1,1,1,1,0,False,0,1,1,1936,1,1.5733333333333333,Document
TypeScript,149,2900,408.9410069444445,MERGED,17,21,5,1,1,111,False,0,1,1,1616,38,0.3536111111111111,Bug
TypeScript,41369,87413,2961.740370370371,MERGED,8,14,3,1,2,97,True,0,1,1,3426,22,44.10666666666667,Document
TypeScript,41369,87413,2961.773738425926,MERGED,10,13,3,1,3,98,True,0,1,1,3205,23,40.61472222222222,Document
TypeScript,41369,87413,2961.726134259259,MERGED,126,127,8,1,4,96,True,0,1,1,4153,253,40.906666666666666,Document
TypeScript,41369,87413,2961.69630787037,MERGED,14,17,3,1,2,95,True,0,1,1,3214,31,41.604166666666664,Document
Go,1835,11245,1754.688263888889,MERGED,0,34,1,0,1,546,False,0,0,0,1452,34,1.0394444444444444,Document
Starlark,440,286,518.1963425925926,MERGED,27,33,1,0,1,1,False,0,0,0,2438,60,43.17944444444444,Feature
TypeScript,85,723,342.9979398148148,MERGED,429,737,40,1,3,96,False,0,1,1,10831,1166,22.67888888888889,Document
Erlang,2054,12122,3824.237048611111,CLOSED,42,95,9,0,3,134,False,0,0,0,1768,137,0.7644444444444445,Document
C#,655,7879,1856.2968287037038,CLOSED,1,1,1,1,2,619,True,0,1,1,2124,2,70.65305555555555,Document
TypeScript,1073,11366,1121.9077546296296,MERGED,1,1,1,2,1,1,False,1,1,1,1975,2,139.3,Bug
Python,2407,12182,267.90746527777776,MERGED,1,1,1,0,1,310,True,0,0,0,1831,2,15.83361111111111,Document
TypeScript,4,33,790.4839236111111,MERGED,6,8,1,1,1,73,False,0,1,1,1565,14,70.74916666666667,Document
TypeScript,3393,2334,996.2832754629629,MERGED,0,24,1,2,1,348,False,0,2,1,1731,24,0.27194444444444443,Feature
Starlark,440,286,514.1452314814815,MERGED,1,1,1,1,1,0,False,1,0,0,1486,2,140.4111111111111,Bug
TypeScript,4,33,791.3091782407408,MERGED,20,37,3,2,1,618,True,1,1,1,1910,57,3.7802777777777776,Bug
Python,2407,12182,266.9961689814815,MERGED,5,7,4,1,1,307,True,1,0,0,2067,12,6.551944444444445,Document
Python,14531,41183,1115.4654166666667,MERGED,1,6,1,1,2,0,False,0,1,1,1693,7,6.5441666666666665,Document
TypeScript,3393,2334,994.8397106481481,MERGED,8,8,7,2,1,0,False,0,2,1,2194,16,24.041666666666668,Bug
TypeScript,4,33,791.1190740740741,MERGED,45,85,7,2,12,228,True,1,1,1,1893,130,3.2288888888888887,Feature
Python,2407,12182,266.27255787037035,MERGED,4,5,2,0,2,306,True,0,0,0,1939,9,0.42277777777777775,Document
Python,2407,12182,266.1590277777778,CLOSED,1,1,1,1,1,304,True,1,0,0,1588,2,0.07833333333333334,Document
TypeScript,12,11,1015.3909027777778,MERGED,63,228,25,0,1,148,False,0,0,0,9301,291,18.55027777777778,Bug
Python,14531,41183,1114.3680439814814,MERGED,13,10,1,0,3,1422,True,0,0,0,1966,23,0.2175,Document
TypeScript,3393,2334,992.2228819444445,MERGED,8,2,2,2,1,0,False,0,2,1,1871,10,39.79055555555556,Bug
TypeScript,4,33,789.3762152777778,MERGED,2,8,4,2,1,615,True,1,1,1,2063,10,22.72861111111111,Feature
Python,2407,12182,264.96947916666664,MERGED,2,2,1,1,1,78,True,1,0,0,1792,4,28.6625,Document
TypeScript,1073,11366,1121.4684143518518,MERGED,5,5,1,1,1,0,False,0,1,1,2064,10,0.3788888888888889,Document
Python,2407,12182,264.4154398148148,MERGED,13,35,3,0,7,77,True,0,0,0,2027,48,41.92166666666667,Document
TypeScript,3393,2334,993.8975810185185,MERGED,1,16,3,1,1,130,False,0,1,1,2303,17,3.7397222222222224,Feature
TypeScript,261,3765,704.6648726851853,MERGED,76,88,7,0,4,614,True,0,0,0,8327,164,4.101388888888889,Document
TypeScript,261,3765,704.6862615740741,MERGED,216,378,15,0,2,919,True,0,0,0,9738,594,0.09055555555555556,Document
Go,1835,11245,1757.8189814814814,MERGED,1,1,1,0,1,171,False,0,0,0,1816,2,0.30444444444444446,Document
Go,1835,11245,1757.7943981481483,MERGED,13,19,1,0,1,559,False,0,0,0,1752,32,0.05333333333333334,Document
Go,1835,11245,1757.7653819444442,MERGED,1,5,2,0,1,558,False,0,0,0,1658,6,0.14,Document
TypeScript,261,3765,703.7757986111111,MERGED,117,98,16,0,4,612,True,0,0,0,9553,215,0.5875,Document
Go,1835,11245,1757.022291666667,MERGED,23,24,3,0,1,556,False,0,0,0,1697,47,17.335555555555555,Document
TypeScript,7,6,673.043125,MERGED,6,380,14,1,20,227,False,0,1,1,6144,386,167.47916666666666,Feature
TypeScript,7,6,672.9073611111111,MERGED,47,457,10,0,42,22,True,0,0,0,6952,504,172.88194444444446,Feature
JavaScript,34,25,222.36842592592595,MERGED,9,16,1,0,1,80,False,0,0,0,1947,25,0.185,Bug
Go,1835,11245,1756.0990625000002,MERGED,0,9,2,0,1,552,False,0,0,0,1689,9,12.871944444444445,Document
Go,1835,11245,1755.8726041666666,MERGED,1,4,1,0,1,170,False,0,0,0,1736,5,0.20555555555555555,Document
Go,1835,11245,1755.6092592592593,MERGED,0,2,1,0,1,548,False,0,0,0,1935,2,5.309166666666667,Document
TypeScript,7,6,674.0593287037037,MERGED,393,278,40,1,9,288,False,0,1,1,7363,671,23.2125,Bug
TypeScript,4,33,790.6923263888889,MERGED,64,999,52,1,19,218,False,0,1,1,4738,1063,360.325,Document
Go,421,1654,1534.2029976851852,MERGED,722,764,7,0,1,450,True,0,0,0,9435,1486,47.382777777777775,Document
TypeScript,4803,40785,3789.6073842592596,CLOSED,3,110,3,1,1,137,True,0,1,1,2569,113,1.1152777777777778,Feature
Rust,264,5383,433.02583333333337,MERGED,19,55,6,1,2,18,False,0,1,1,6207,74,0.7075,Bug
Rust,264,5383,432.8908912037037,MERGED,50,189,15,0,2,252,True,0,0,0,6525,239,3.2083333333333335,Feature
Go,1835,11245,1753.0920023148149,MERGED,0,83,2,0,1,544,False,0,0,0,1719,83,0.9827777777777778,Document
Go,1835,11245,1753.0562268518518,MERGED,32,3,2,0,1,543,False,0,0,0,1752,35,0.39111111111111113,Document
JavaScript,22,26,945.6086458333333,MERGED,23,47,5,0,2,11,True,0,0,0,2792,70,12.879722222222222,Feature
TypeScript,3393,2334,993.430775462963,MERGED,106,143,1,5,3,0,False,2,3,2,3077,249,224.06444444444443,Feature
TypeScript,202,107,1172.1661689814816,MERGED,24,27,2,4,3,0,False,0,4,3,3022,51,156.57583333333332,Document
Go,1835,11245,1756.0763310185184,MERGED,0,346,40,5,1,3,False,2,3,3,2688,346,330.7369444444444,Document
TypeScript,1073,11366,1122.7793981481482,MERGED,0,153,5,12,9,0,False,4,8,4,2641,153,119.4,Bug
TypeScript,4803,40785,3788.7301967592593,MERGED,7,31,11,1,6,135,True,0,1,1,3379,38,19.476944444444445,Bug
Python,137,75,713.1926388888888,CLOSED,0,192,13,0,18,1,False,0,0,0,3139,192,0.17583333333333334,Feature
TypeScript,1073,11366,1122.5920717592592,MERGED,13,5,1,1,1,85,True,0,1,1,2417,18,126.14138888888888,Bug
Erlang,2054,12122,3824.1403356481483,MERGED,6,31,4,0,1,374,False,0,0,0,2678,37,3.51,Document
TypeScript,41369,87413,2966.8295138888893,MERGED,9,50,6,0,3,108,True,0,0,0,5615,59,90.80472222222222,Document
Rust,413,5118,492.8068171296297,MERGED,246,294,4,0,7,124,False,0,0,0,2679,540,215.64055555555555,Document
Python,2407,12183,268.3845138888889,MERGED,3,4,1,1,1,79,True,0,1,1,2575,7,4.341666666666667,Document
Rust,264,5383,429.89585648148153,MERGED,110,632,24,0,1,169,False,0,0,0,6042,742,5.428055555555556,Document
TypeScript,3393,2334,997.1120138888888,MERGED,6,13,5,1,1,342,False,0,1,1,3068,19,0.4494444444444444,Bug
TypeScript,3393,2334,997.0928356481481,MERGED,0,42,3,1,1,341,False,0,1,1,2289,42,0.19166666666666668,Feature
Python,2407,12183,267.8982638888889,MERGED,9,10,3,2,3,309,True,1,1,1,2472,19,16.073611111111113,Feature
TypeScript,3393,2334,996.8626388888889,MERGED,2,2,2,2,1,353,False,0,2,1,2344,4,0.5091666666666667,Feature
Go,54,353,760.6930787037037,MERGED,126,687,14,2,4,42,True,2,0,0,6831,813,22.98361111111111,Bug
Starlark,440,286,515.9924421296297,MERGED,1,37,2,7,1,0,False,4,3,2,2770,38,95.83222222222223,Feature
TypeScript,2071,16640,1266.7054513888888,MERGED,1,3,1,0,1,0,False,0,0,0,4267,4,92.98194444444445,Document
C++,2234,23696,2384.0056944444445,MERGED,21,20,3,1,4,326,False,0,1,1,3193,41,20.783333333333335,Feature
TypeScript,3393,2334,995.8385879629631,MERGED,13,51,7,2,3,469,False,0,2,1,3252,64,27.011388888888888,Feature
Vue,10806,21162,1051.1498148148148,CLOSED,2,4,1,3,3,1,False,1,2,2,2539,6,46.17722222222222,Bug
TypeScript,3393,2334,995.9917939814815,MERGED,23,23,2,2,1,718,False,0,2,2,3096,46,0.12083333333333333,Bug
Python,2407,12183,267.11324074074076,MERGED,0,2,1,1,6,1,False,0,1,1,2523,2,3.726111111111111,Document
TypeScript,3706,54075,1384.0132407407407,MERGED,3,13,3,10,10,37,True,5,5,2,2562,16,86.53694444444444,Bug
Python,2407,12183,265.79449074074074,MERGED,0,274,3,6,4,3,False,2,4,2,2384,274,29.220833333333335,Document
TypeScript,3393,2334,995.5164583333334,CLOSED,17,168,1,2,1,0,False,0,2,1,2375,185,0.3219444444444444,Bug
TypeScript,149,2900,405.7782291666667,MERGED,363,370,6,3,2,110,False,2,1,1,2611,733,76.45527777777778,Bug
Java,450,746,4100.932199074075,MERGED,0,1,1,1,1,50,False,0,1,1,2066,1,0.17,Document
Rust,413,5118,493.8530787037037,MERGED,7,55,5,3,8,152,False,1,2,2,2488,62,70.60638888888889,Document
JavaScript,22,26,942.1588194444445,MERGED,1,11,1,0,1,11,True,0,0,0,2602,12,0.09083333333333334,Feature
TypeScript,3393,2334,994.9546412037038,MERGED,14,3,4,1,3,717,False,0,1,1,3237,17,0.27805555555555556,Bug
TypeScript,3393,2334,994.8959837962963,MERGED,274,268,19,2,3,716,False,0,2,2,3075,542,0.2708333333333333,Bug
TypeScript,3393,2334,992.2524189814816,MERGED,4,12,2,2,1,0,False,0,2,1,2570,16,39.06916666666667,Bug
Java,450,746,4100.014548611111,MERGED,8,23,3,1,9,49,False,0,1,1,2181,31,2.3777777777777778,Bug
TypeScript,41369,87413,2965.6162962962967,CLOSED,1098,1100,852,0,2,201,False,0,0,0,5653,2198,1.0638888888888889,Document
TypeScript,41369,87413,2965.46505787037,MERGED,58,58,1,0,2,442,True,0,0,0,5474,116,0.47444444444444445,Document
Rust,413,5118,492.7637268518518,MERGED,1,11,1,0,2,123,False,0,0,0,2909,12,2.1475,Document
TypeScript,3393,2334,994.0689930555556,MERGED,158,49,3,2,1,468,False,0,2,1,2357,207,0.2152777777777778,Feature
TypeScript,1297,21107,441.63482638888894,MERGED,314,229,63,1,4,1012,True,0,1,1,8324,543,0.8744444444444445,Document
TypeScript,1073,11366,1120.530023148148,MERGED,2,13,2,1,1,3,True,0,1,1,2466,15,23.851388888888888,Bug
TypeScript,41369,87413,2964.5328125,MERGED,78,96,5,0,6,102,True,0,0,0,5028,174,5.331111111111111,Document
TypeScript,85,723,343.97995370370376,MERGED,281,802,45,0,7,97,False,0,0,0,10783,1083,21.645555555555557,Document
Go,1835,11245,1753.6826504629628,MERGED,3,175,17,0,1,17,False,0,0,0,2858,178,0.11138888888888888,Document
TypeScript,2147,14723,1501.1679050925925,MERGED,675,3055,137,0,33,37,False,0,0,0,11714,3730,0.8133333333333334,Document
V,2097,34362,1576.0447337962962,MERGED,13,116,4,0,7,212,True,0,0,0,5189,129,36.1475,Bug
Go,1835,11245,1757.922372685185,MERGED,0,1,1,0,1,560,False,0,0,0,2018,1,1.0783333333333334,Document
Go,1835,11245,1757.6417939814817,MERGED,7,36,4,0,1,557,False,0,0,0,2322,43,4.008333333333334,Document
TypeScript,41369,87413,2963.6493750000004,MERGED,13,39,5,8,2,16,True,4,4,3,5073,52,1.176111111111111,Document
Go,1835,11245,1756.8517824074072,MERGED,7,57,4,0,1,554,False,0,0,0,2990,64,1.1961111111111111,Document
TypeScript,85,723,343.2280324074074,MERGED,246,767,50,0,3,169,False,0,0,0,12292,1013,2.2744444444444443,Document
TypeScript,41369,87413,2961.9604745370366,CLOSED,7,450,8,2,1,28,False,1,1,1,5450,457,17.753055555555555,Document
Go,1835,11245,1756.0592476851853,MERGED,8,38,1,0,1,551,False,0,0,0,2210,46,0.25194444444444447,Document
Go,1835,11245,1755.7352314814816,MERGED,0,272,4,0,1,550,False,0,0,0,2163,272,1.3194444444444444,Document
Go,1835,11245,1755.6325694444442,MERGED,12,39,2,0,1,549,False,0,0,0,2484,51,2.5097222222222224,Document
Go,1835,11245,1754.9630092592595,MERGED,14,2,6,0,2,168,False,0,0,0,2521,16,0.31527777777777777,Document
Go,1835,11245,1754.9450694444442,MERGED,2,15,2,0,1,547,False,0,0,0,2545,17,0.4475,Document
Go,1835,11245,1754.9025231481482,MERGED,497,0,2,0,2,3,False,0,0,0,2186,497,0.16444444444444445,Document
Go,1835,11245,1752.8223842592595,MERGED,232,204,8,0,1,542,False,0,0,0,2906,436,67.10861111111112,Document
Go,1835,11245,1753.5961458333334,MERGED,44,34,3,0,1,64,False,0,0,0,2735,78,28.898055555555555,Document
Go,1835,11245,1753.6310532407408,MERGED,29,77,9,0,1,545,False,0,0,0,2858,106,5.724722222222222,Document
Go,1835,11245,1752.580787037037,MERGED,56,58,15,0,1,34,False,0,0,0,2772,114,3.8966666666666665,Document
TypeScript,3706,54075,1386.5187152777778,MERGED,577,378,43,1,10,39,True,1,0,0,5825,955,304.9488888888889,Bug
Rust,264,5383,431.99040509259254,MERGED,31,31,12,0,1,270,True,0,0,0,8006,62,0.785,Feature
Python,4516,54988,949.9778703703704,MERGED,101,125,2,4,8,0,False,3,1,1,3356,226,452.1641666666667,Document
TypeScript,1297,21107,445.21754629629635,MERGED,177,851,12,11,8,3,False,3,8,2,9304,1028,55.97805555555556,Document
Go,54,353,761.725613425926,MERGED,1740,627,18,1,6,227,True,0,1,1,8346,2367,23.40111111111111,Document
C++,2234,23696,2383.875347222222,MERGED,19,213,15,1,3,554,False,0,1,1,8820,232,46.485,Feature
Java,450,746,4100.067418981482,MERGED,1355,3371,17,2,9,79,True,0,2,1,7919,4726,69.42111111111112,Bug
Go,789,5551,1070.1524652777778,MERGED,0,9,4,0,3,10,False,0,0,0,3579,9,15.861944444444445,Document
TypeScript,3393,2334,996.7994907407407,MERGED,11,28,2,2,1,0,False,0,2,1,3382,39,3.6797222222222223,Bug
Starlark,440,286,519.4420833333334,MERGED,4,172,1,0,1,26,False,0,0,0,3250,176,13.255833333333333,Feature
Python,4516,54988,953.1121064814815,CLOSED,10,148,3,6,4,0,False,2,4,3,6692,158,384.965,Document
TypeScript,3393,2334,994.8266087962962,MERGED,120,256,2,3,1,0,False,0,3,2,4037,376,77.83305555555556,Feature
Python,4516,54988,953.9151041666668,MERGED,0,93,2,1,16,0,False,1,0,0,3562,93,135.85833333333332,Document
Starlark,440,286,518.852962962963,MERGED,0,361,2,2,1,0,False,1,1,1,3775,361,48.2125,Document
TypeScript,58,78,846.4303240740741,MERGED,79,190,6,1,5,123,False,0,1,1,4670,269,75.06222222222222,Feature
Starlark,440,286,519.1173032407407,MERGED,60,40,3,1,1,82,False,0,1,1,3257,100,21.020833333333332,Bug
Python,2407,12183,267.8940277777778,CLOSED,3,26,2,9,2,0,False,5,4,1,3239,29,37.26305555555555,Document
Starlark,440,286,518.2440046296296,CLOSED,0,103,4,6,4,0,False,6,0,0,4101,103,13.532222222222222,Feature
Python,4516,54988,954.7449652777777,MERGED,15,198,1,0,5,104,True,0,0,0,4404,213,20.52611111111111,Document
TypeScript,4,33,792.0980208333334,MERGED,24,23,6,2,4,229,True,1,1,1,4110,47,0.2602777777777778,Document
TypeScript,3393,2334,997.0375,MERGED,27,55,8,2,2,470,False,0,2,1,5297,82,2.004722222222222,Feature
TypeScript,41369,87413,2964.463391203704,MERGED,108,892,12,1,6,596,True,0,1,1,8225,1000,5.443611111111111,Document
TypeScript,4,33,791.3092361111111,MERGED,60,239,9,2,2,620,True,1,1,1,4369,299,3.942222222222222,Bug
Java,450,746,4101.103055555555,MERGED,57,60,5,1,2,26,False,0,1,1,4633,117,34.75055555555556,Document
Starlark,440,286,514.1755324074074,MERGED,2,2,1,3,8,2,False,0,3,2,3475,4,160.2422222222222,Document
Starlark,440,286,514.1740393518519,MERGED,0,261,2,1,8,0,False,1,0,0,3160,261,160.20694444444445,Document
Python,2407,12183,267.26944444444445,MERGED,14,72,11,0,9,308,True,0,0,0,4470,86,0.028333333333333332,Document
Starlark,440,286,514.2473842592593,MERGED,47,121,2,0,6,63,False,0,0,0,4546,168,137.745,Feature
TypeScript,140,827,776.3109722222222,MERGED,2,76,3,2,5,48,False,0,2,2,3792,78,20.940277777777776,Feature
TypeScript,3393,2334,994.9989930555556,MERGED,11,64,6,1,3,339,False,0,1,1,5121,75,1.2466666666666666,Feature
Java,450,746,4100.174710648148,MERGED,10,24,5,1,1,380,True,0,1,1,3872,34,0.5766666666666667,Document
TypeScript,4,33,789.6956828703704,MERGED,26,32,9,1,2,215,False,0,1,1,4562,58,0.06694444444444445,Document
TypeScript,41369,87413,2962.487523148148,MERGED,574,617,57,4,30,100,True,1,3,2,9233,1191,1.0325,Document
TypeScript,1073,11366,1121.7179282407408,MERGED,16,14,3,1,1,4,True,0,1,1,4003,30,0.14277777777777778,Document
Python,4516,54988,951.6176157407408,MERGED,25,40,1,0,1,102,True,0,0,0,4437,65,20.674722222222222,Document
Starlark,440,286,514.2136689814814,CLOSED,4,38,2,0,2,61,False,0,0,0,3063,42,0.3616666666666667,Bug
Python,4516,54988,950.7977662037038,MERGED,4,30,1,0,2,101,True,0,0,0,3423,34,14.949444444444444,Document
Python,4516,54988,950.7113194444445,MERGED,1,5,1,0,1,98,True,0,0,0,3316,6,16.365833333333335,Document
Go,1835,11245,1757.8953935185184,MERGED,17,32,5,0,1,67,False,0,0,0,3424,49,0.10861111111111112,Document
Go,1835,11245,1757.8613657407407,MERGED,24,53,7,0,2,5,False,0,0,0,4652,77,0.6383333333333333,Document
Python,4516,54988,950.5933333333334,MERGED,12,50,1,0,6,96,True,0,0,0,4343,62,17.630555555555556,Document
Python,4516,54988,950.570162037037,MERGED,7,7,1,0,2,95,True,0,0,0,3681,14,17.996666666666666,Document
Python,4516,54988,950.5633101851853,MERGED,3,5,1,0,1,94,True,0,0,0,4011,8,17.273611111111112,Document
TypeScript,184,377,1938.2067939814815,CLOSED,0,18,1,3,3,36,False,2,1,1,5154,18,832.2905555555556,Document
TypeScript,1073,11366,1119.612824074074,MERGED,540,48,7,1,1,757,True,0,1,1,4376,588,2.986111111111111,Feature
Python,4516,54988,950.1536226851853,MERGED,6,28,1,2,2,3,False,1,1,1,3544,34,24.011111111111113,Document
TypeScript,202,107,1168.5138078703703,CLOSED,30,52,2,3,1,0,False,0,3,3,5093,82,0.40166666666666667,Document
Go,1835,11245,1756.744386574074,MERGED,62,48,13,0,3,553,False,0,0,0,4179,110,4.003611111111111,Document
Go,1835,11245,1754.9540046296297,MERGED,33,84,29,0,2,167,False,0,0,0,4976,117,0.17805555555555555,Document
Go,1835,11245,1754.6061111111112,MERGED,73,9,6,0,1,65,False,0,0,0,4723,82,0.2011111111111111,Document
Go,1835,11245,1753.1877662037039,MERGED,7,57,13,0,2,166,False,0,0,0,3280,64,22.670833333333334,Document
JavaScript,34,25,226.60087962962962,MERGED,5,51,20,0,1,4,False,0,0,0,7792,56,9.07611111111111,Bug
Rust,264,5383,430.03075231481483,MERGED,306,756,35,0,35,350,False,0,0,0,10719,1062,219.94333333333333,Bug
Rust,264,5383,432.0451851851852,MERGED,346,160,44,2,2,271,True,2,0,0,13930,506,1.993611111111111,Feature
Rust,264,5383,430.8992476851852,MERGED,3,3,1,0,1,119,True,0,0,0,10149,6,0.6,Bug
TypeScript,1297,21107,445.0235416666667,MERGED,67,262,13,1,8,1032,True,0,1,1,11127,329,0.6311111111111111,Document
TypeScript,3393,2334,993.973611111111,MERGED,345,2167,64,2,55,467,False,0,2,1,6317,2512,513.6152777777778,Feature
TypeScript,41369,87413,2964.948657407407,MERGED,3830,4119,482,1,20,200,False,0,1,1,10007,7949,13.985833333333334,Document
TypeScript,4803,40785,3789.5910995370373,CLOSED,37,147,8,1,1,136,True,0,1,1,5435,184,1.5025,Document
Go,2,11,1171.8699305555556,MERGED,61,154,12,0,24,36,False,0,0,0,5637,215,4.958888888888889,Bug
TypeScript,3393,2334,996.9060532407407,MERGED,1038,1705,17,3,2,720,False,0,3,2,7006,2743,22.998055555555556,Feature
Python,4516,54988,951.7288541666667,MERGED,2,2,1,1,2,1,False,0,1,1,6173,4,165.09222222222223,Document
Python,4516,54988,954.7433449074074,MERGED,48,81,1,0,1,103,True,0,0,0,4855,129,20.380555555555556,Document
TypeScript,3393,2334,995.9963194444445,MERGED,197,328,18,2,3,719,False,0,2,2,6971,525,20.113055555555555,Bug
Python,4516,54988,950.5612037037037,MERGED,13,43,1,0,3,93,True,0,0,0,6125,56,191.2588888888889,Document
Python,4516,54988,950.7639699074074,MERGED,61,122,1,1,5,100,True,1,0,0,5689,183,166.00555555555556,Document
Go,789,5551,1070.118425925926,CLOSED,2788,134,55,1,1,387,False,1,0,0,9910,2922,89.70027777777777,Document
Python,4516,54988,950.7109722222222,MERGED,24,62,2,0,1,97,True,0,0,0,5850,86,16.18777777777778,Document
Go,1835,11245,1757.9259953703704,MERGED,3924,1376,16,1,2,68,False,0,1,1,5368,5300,2.5605555555555557,Document
Go,1835,11245,1757.1269212962964,MERGED,499,572,9,1,4,66,False,0,1,1,6620,1071,17.681944444444444,Document
TypeScript,1297,21107,445.7855555555555,MERGED,32,601,12,1,13,1034,True,0,1,1,20874,633,4.653611111111111,Document
C++,2234,23696,2386.0199189814816,MERGED,74,223,11,1,5,327,False,0,1,1,7715,297,112.59527777777778,Document
JavaScript,8844,63474,4102.322627314815,MERGED,153,442,23,0,2,112,True,0,0,0,19478,595,46.77388888888889,Bug
TypeScript,41369,87413,2965.9175694444443,MERGED,3491,3579,444,1,1,601,True,0,1,1,18967,7070,0.3441666666666667,Document
