repoLanguage,forkCount,stargazerCount,repoAge,state,deletions,additions,changedFiles,commentsTotalCount,commitsTotalCount,prExperience,isMember,authorComments,reviewersComments,reviewersTotalCount,bodyLength,prSize,reviewTime,purpose
TypeScript,4,33,731.3371643518518,MERGED,12,115,9,1,2,366,True,0,1,1,1911,127,6.655277777777778,Feature
TypeScript,2071,16638,1218.9702893518518,CLOSED,0,371,10,1,3,0,False,0,1,1,5771,371,54.47472222222222,Document
TypeScript,58,78,795.2648032407407,MERGED,18,86,4,1,4,167,True,0,1,1,2773,104,91.3175,Document
PHP,0,0,78.07326388888889,MERGED,39,259,19,0,13,39,True,0,0,0,8434,298,189.91583333333332,Document
Rust,264,5382,380.795162037037,CLOSED,8,634,21,0,4,191,True,0,0,0,5229,642,4.703611111111111,Document
C++,2234,23694,2330.810497685185,MERGED,79,219,8,1,22,253,False,0,1,1,5283,298,140.39416666666668,Feature
Starlark,440,286,466.1566319444444,MERGED,0,363,2,0,4,5,False,0,0,0,2991,363,91.76805555555555,Feature
Rust,264,5382,380.21185185185186,MERGED,34,34,16,0,2,0,False,0,0,0,6093,68,0.44277777777777777,Bug
Starlark,440,286,467.0724074074074,CLOSED,0,308,6,1,7,2,False,1,0,0,5105,308,718.2880555555555,Feature
Go,1835,11245,1700.812222222222,MERGED,51,1597,22,1,2,9,True,0,1,1,6266,1648,44.1125,Bug
TypeScript,1297,21107,391.63916666666665,CLOSED,81,105,35,9,5,29,False,1,8,3,6153,186,74.705,Document
Starlark,440,286,464.10173611111117,MERGED,0,374,3,0,1,5,False,0,0,0,3397,374,140.8936111111111,Document
Rust,264,5382,375.7764814814814,MERGED,17,656,9,3,18,0,False,2,1,1,5277,673,104.98527777777778,Document
Starlark,440,286,465.8276388888889,MERGED,12,22,1,0,1,78,False,0,0,0,2330,34,50.18611111111111,Feature
Starlark,440,286,464.8887268518518,MERGED,0,189,2,0,2,77,False,0,0,0,2619,189,72.74583333333334,Document
Go,54,353,705.8994560185184,MERGED,25,33,2,5,5,203,True,2,3,1,2317,58,185.86777777777777,Document
Starlark,440,286,460.25650462962966,MERGED,0,239,3,2,1,0,False,2,0,0,2805,239,231.5727777777778,Feature
TypeScript,1297,21107,392.9378472222222,MERGED,49,98,14,2,1,825,True,0,2,2,6509,147,0.1463888888888889,Document
TypeScript,1297,21107,392.9294212962963,MERGED,40,66,6,1,3,824,True,0,1,1,6056,106,0.025277777777777777,Document
JavaScript,8844,63474,4050.3567476851854,MERGED,428,366,163,0,3,65,True,0,0,0,6523,794,48.3475,Bug
TypeScript,1297,21107,392.83133101851854,MERGED,18,47,4,2,1,820,True,0,2,2,6148,65,0.16055555555555556,Document
TypeScript,41369,87411,2911.667407407407,CLOSED,1061,1317,262,0,1,1884,True,0,0,0,8003,2378,703.1544444444445,Document
Go,789,5551,1015.1125462962963,MERGED,1,3,1,0,1,215,False,0,0,0,2456,4,0.8294444444444444,Document
Go,789,5551,1014.8254976851853,MERGED,1,1,1,0,1,8,False,0,0,0,2169,2,1.5072222222222222,Document
Starlark,440,286,461.1728703703704,MERGED,0,499,4,4,3,0,False,2,2,2,2516,499,161.79083333333332,Document
Starlark,440,286,461.10239583333333,MERGED,53,24,2,0,3,14,False,0,0,0,3156,77,163.37222222222223,Feature
Go,789,5551,1014.061712962963,MERGED,12,16,2,0,1,416,False,0,0,0,2266,28,25.574166666666667,Document
TypeScript,15,34,464.45152777777776,MERGED,817,1238,23,0,35,454,True,0,0,0,7421,2055,146.5325,Bug
Go,789,5551,1014.0739930555555,CLOSED,7,7,1,1,1,7,False,1,0,0,2958,14,1.1058333333333332,Document
Starlark,440,286,459.1009259259259,MERGED,2,2,1,0,3,1,False,0,0,0,2351,4,208.76527777777778,Document
Go,789,5551,1013.9694212962963,MERGED,4,4,1,0,1,415,False,0,0,0,2588,8,2.504722222222222,Document
Go,789,5551,1013.8952199074074,MERGED,21,23,3,0,1,245,True,0,0,0,3050,44,2.5505555555555555,Document
Go,789,5551,1013.8431828703705,MERGED,23,23,3,0,1,244,True,0,0,0,3077,46,1.0308333333333333,Document
Python,2407,12180,215.17039351851852,MERGED,1,1,1,2,2,0,False,1,1,1,2117,2,1.8305555555555555,Document
TypeScript,307,2556,511.4281134259259,MERGED,2,103,10,4,3,11,False,2,2,1,6761,105,30.994444444444444,Feature
Go,789,5551,1012.872650462963,MERGED,5,9,2,0,1,243,True,0,0,0,2549,14,23.780277777777776,Document
C,5529,39701,31.94880787037037,MERGED,43,123,1,2,6,13,True,1,1,1,3142,166,45.805277777777775,Bug
HTML,118,8,47.08700231481481,MERGED,34,54,4,0,44,10,True,0,0,0,2480,88,0.0225,Document
Go,789,5551,1012.8684143518518,MERGED,13,27,3,0,1,242,True,0,0,0,3174,40,0.8036111111111112,Document
C#,80,125,790.7368865740741,MERGED,62,63,4,1,6,186,True,1,0,0,9107,125,215.32055555555556,Document
Python,2407,12180,213.91512731481484,MERGED,7,8,4,0,12,199,True,0,0,0,2505,15,3.096111111111111,Document
TypeScript,3392,2334,942.1697453703704,MERGED,5,10,4,1,1,266,False,0,1,1,2700,15,0.32555555555555554,Document
TypeScript,4,33,736.6874305555556,MERGED,15,52,2,2,2,565,True,1,1,1,2595,67,14.696111111111112,Document
Vue,0,1,221.1049537037037,MERGED,8,87,4,0,3,143,True,0,0,0,2589,95,0.22527777777777777,Bug
TypeScript,1297,21107,388.8807291666667,MERGED,60,68,7,2,1,804,True,0,2,2,7275,128,0.1622222222222222,Document
TypeScript,1297,21107,388.8761342592593,MERGED,21,76,13,1,1,803,True,0,1,1,5517,97,0.023333333333333334,Document
TypeScript,1297,21107,388.57684027777776,MERGED,199,50,2,1,1,800,True,0,1,1,5509,249,0.035555555555555556,Document
Starlark,440,286,460.97430555555553,MERGED,6,9,1,0,4,4,False,0,0,0,2462,15,22.960833333333333,Feature
Vue,0,1,219.3296412037037,MERGED,12,18,3,0,2,138,True,0,0,0,2752,30,25.05,Feature
TypeScript,1297,21107,387.9893287037037,MERGED,17362,19233,39,2,8,799,True,0,2,2,7188,36595,1.5077777777777779,Document
TypeScript,1297,21107,387.9744097222222,MERGED,165,8,13,1,1,798,True,0,1,1,5559,173,0.011111111111111112,Document
TypeScript,4,33,735.6934490740741,MERGED,20,76,4,1,2,140,False,0,1,1,2564,96,0.195,Document
Starlark,440,286,460.9428356481481,MERGED,14,16,2,0,1,76,False,0,0,0,2924,30,0.07444444444444444,Document
TypeScript,139,827,720.5090624999999,MERGED,38,159,11,2,6,1244,True,0,2,2,3241,197,34.745,Bug
TypeScript,15,34,461.619537037037,MERGED,49,130,6,1,2,117,False,0,1,1,6218,179,64.67944444444444,Feature
TypeScript,4,33,734.2334837962962,MERGED,8,62,3,2,2,184,True,1,1,1,3233,70,22.71611111111111,Document
Rust,433,2229,207.79652777777778,MERGED,33,34,1,1,4,200,False,0,1,1,3042,67,12.484444444444444,Bug
Rust,433,2229,207.83211805555558,MERGED,12,13,1,2,1,201,False,0,2,2,2320,25,9.668888888888889,Feature
TypeScript,15,34,462.45577546296295,MERGED,36,138,6,0,3,143,False,0,0,0,6020,174,16.86138888888889,Feature
Rust,433,2229,207.3077546296296,MERGED,300,404,12,1,7,199,False,0,1,1,2379,704,14.903333333333334,Feature
TypeScript,3392,2334,938.1493402777778,MERGED,15,63,5,1,2,617,False,0,1,1,2679,78,1.246388888888889,Document
TypeScript,3392,2334,938.0320254629629,MERGED,12,18,6,1,5,255,False,0,1,1,2910,30,0.7677777777777778,Bug
Rust,433,2229,206.69822916666666,MERGED,0,254,7,1,1,195,False,0,1,1,2996,254,0.4486111111111111,Feature
TypeScript,3392,2334,937.031261574074,MERGED,12,113,4,1,1,73,False,0,1,1,2612,125,22.8775,Feature
TypeScript,41369,87411,2906.789861111111,MERGED,0,408,102,0,3,104,False,0,0,0,5360,408,39.843333333333334,Document
Python,19248,70257,2435.8209375,CLOSED,84,96,4,4,8,568,False,3,1,1,6059,180,101.15138888888889,Bug
Python,19248,70257,2435.6532060185186,CLOSED,208,46,3,2,2,567,False,1,1,1,5727,254,76.56027777777778,Feature
Python,2407,12180,212.94449074074075,MERGED,5,26,2,5,9,0,False,2,3,1,3408,31,26.57611111111111,Document
Python,2407,12180,211.77039351851852,CLOSED,10,99,6,18,11,0,False,7,11,3,4198,109,21.424444444444443,Document
Starlark,440,286,465.36785879629633,MERGED,0,230,4,2,13,0,False,2,0,0,3225,230,296.8311111111111,Document
TypeScript,2147,14722,1442.8077662037037,MERGED,891,2391,45,0,25,57,False,0,0,0,14750,3282,0.5566666666666666,Document
TypeScript,2147,14722,1442.803553240741,CLOSED,898,2399,45,0,25,56,False,0,0,0,14332,3297,0.1297222222222222,Document
C++,2234,23694,2329.8002546296298,MERGED,83,30,5,2,3,252,False,1,1,1,8449,113,166.48638888888888,Feature
Rust,264,5382,376.9971527777778,MERGED,93,15951,15,3,15,290,False,2,1,1,9176,16044,120.93083333333334,Feature
C++,2234,23694,2329.649351851852,MERGED,32,82,10,2,3,251,False,1,1,1,9414,114,144.26333333333332,Feature
Rust,591,3260,522.2237037037037,MERGED,149,281,9,0,13,175,True,0,0,0,6741,430,67.04388888888889,Document
Rust,591,3260,520.6167592592593,MERGED,65,800,17,4,7,66,False,3,1,1,6410,865,113.26138888888889,Document
TypeScript,58,78,793.2338541666667,MERGED,137,113,8,4,2,173,False,3,1,1,4156,250,123.59277777777778,Feature
C++,363,552,513.9327199074074,CLOSED,11,32,2,0,1,25,True,0,0,0,5575,43,861.8122222222222,Document
TypeScript,3989,23860,2804.2627893518516,MERGED,0,25,4,1,14,8,False,0,1,1,3852,25,67.17833333333333,Document
TypeScript,1297,21107,390.59171296296296,MERGED,130,78,8,2,1,810,True,0,2,2,8867,208,0.22,Document
Starlark,440,286,460.39251157407404,MERGED,0,380,4,2,10,0,False,1,1,1,3698,380,254.93333333333334,Document
Starlark,440,286,466.1899074074074,CLOSED,33,72,1,1,1,0,False,1,0,0,3974,105,0.14,Bug
Java,450,746,4046.205648148148,MERGED,159,457,15,2,3,64,True,0,2,1,10256,616,29.7625,Bug
Go,789,5551,1014.3955902777778,CLOSED,10,63,4,1,1,2,False,0,1,1,4218,73,23.690277777777776,Document
TypeScript,4,33,739.1946875,MERGED,126,288,4,1,5,356,False,0,1,1,3980,414,21.358333333333334,Feature
Vue,0,1,223.35868055555557,MERGED,759,617,97,0,14,148,True,0,0,0,4640,1376,20.31138888888889,Feature
Starlark,440,286,461.31697916666667,MERGED,4,299,8,1,15,4,False,0,1,1,3968,303,158.4,Bug
Go,1295,18029,493.4731828703704,MERGED,63,36,9,1,1,434,True,1,0,0,4473,99,0.06777777777777778,Bug
C++,363,552,511.51375,MERGED,174,376,19,0,1,153,False,0,0,0,3724,550,70.905,Document
Python,2407,12180,215.25980324074075,MERGED,23,10,4,0,20,205,True,0,0,0,3346,33,0.04694444444444444,Document
Go,1295,18029,493.0472569444444,MERGED,3443,3867,9,0,2,428,True,0,0,0,3650,7310,0.15555555555555556,Document
TypeScript,41369,87411,2913.9895833333335,CLOSED,18,33,4,0,2,0,False,0,0,0,2516,51,82.74138888888889,Bug
Java,450,746,4047.247986111111,MERGED,210,172,15,3,12,15,False,0,3,2,4239,382,69.5375,Feature
TypeScript,307,2556,511.5599884259259,MERGED,135,157,10,4,5,546,True,2,2,1,4023,292,98.27166666666666,Bug
TypeScript,149,2900,350.728587962963,MERGED,3888,6541,455,3,127,158,True,1,2,2,4372,10429,139.86,Document
Python,14532,41181,1061.3631828703703,MERGED,185,172,101,0,2,1398,True,0,0,0,3216,357,0.13527777777777777,Document
Erlang,2054,12122,3765.7147916666668,MERGED,10,17,4,0,2,320,True,0,0,0,2718,27,94.975,Document
TypeScript,3392,2334,941.887349537037,MERGED,716,26,9,1,2,628,False,0,1,1,3841,742,0.2038888888888889,Document
TypeScript,307,2556,508.7784027777778,MERGED,42,77,6,1,4,542,True,1,0,0,4209,119,40.010555555555555,Bug
TypeScript,3392,2334,941.1304976851852,MERGED,508,306,17,1,4,627,False,0,1,1,3681,814,17.035,Bug
Python,2407,12180,212.140625,MERGED,178,232,2,0,4,196,True,0,0,0,4167,410,0.10222222222222223,Document
Starlark,440,286,461.26856481481485,CLOSED,4,289,7,0,9,3,False,0,0,0,3632,293,0.07111111111111111,Bug
Python,2407,12180,211.72981481481483,MERGED,32,41,9,0,13,195,True,0,0,0,4811,73,3.3222222222222224,Document
TypeScript,4,33,735.4120370370371,MERGED,40,83,14,2,1,558,True,1,1,1,3107,123,2.8297222222222222,Bug
Python,2407,12180,214.85612268518517,MERGED,216,203,131,4,2,203,True,1,3,2,4587,419,0.08527777777777777,Document
Rust,433,2229,208.4224537037037,MERGED,0,27,3,0,2,204,False,0,0,0,4601,27,3.641388888888889,Feature
TypeScript,139,827,720.5612268518518,MERGED,9,101,6,2,3,8,False,0,2,2,3281,110,14.724444444444444,Feature
Python,2407,12180,210.96658564814814,MERGED,3,6,2,6,6,0,False,3,3,1,3265,9,6.7575,Document
TypeScript,3392,2334,940.2090393518519,MERGED,17,577,10,1,1,622,False,0,1,1,4411,594,0.1511111111111111,Feature
Ruby,2,1,292.44162037037034,MERGED,40,772,14,0,16,2,True,0,0,0,3230,812,0.4866666666666667,Document
TypeScript,4,33,734.5000347222222,MERGED,17,37,4,2,2,185,True,1,1,1,3930,54,0.06944444444444445,Feature
TypeScript,3392,2334,939.3972337962963,MERGED,30,170,15,1,4,620,False,0,1,1,3570,200,10.163055555555555,Feature
TypeScript,3392,2334,939.1462615740742,MERGED,38,65,12,1,10,259,False,0,1,1,3371,103,1.71,Bug
Java,450,746,4043.946736111111,CLOSED,121,34,5,2,6,367,True,0,2,1,3853,155,4.641944444444444,Bug
Go,789,5551,1015.4528819444445,MERGED,76,105,3,32,3,0,False,16,16,3,5770,181,610.2694444444444,Document
TypeScript,3989,23860,2806.2222569444443,CLOSED,42,53,6,2,15,9,False,0,2,2,6021,95,534.3805555555556,Document
TypeScript,1756,13210,2306.2178125,MERGED,42,92,4,1,1,87,False,0,1,1,4793,134,9.0425,Document
Python,137,75,660.9896296296296,MERGED,0,2877,111,0,127,71,False,0,0,0,7965,2877,1007.5538888888889,Bug
Python,2407,12180,212.34861111111113,CLOSED,3618,7397,237,1,11,0,False,0,1,1,6258,11015,0.06222222222222222,Document
Vue,0,1,215.35745370370373,MERGED,93,648,20,1,8,114,True,0,1,1,14328,741,20.58222222222222,Bug
Java,1,10,201.10253472222223,MERGED,5068,384,22,0,12,20,True,0,0,0,13855,5452,2.0366666666666666,Document
TypeScript,1297,21107,387.7915972222222,MERGED,205,5172,45,2,5,795,True,0,2,2,11053,5377,0.6394444444444445,Document
TypeScript,4705,54041,1199.8655208333332,MERGED,113,601,5,2,5,501,True,1,1,1,6088,714,12.089166666666667,Bug
TypeScript,15,34,461.5253356481482,MERGED,197,653,39,0,36,453,True,0,0,0,12285,850,26.64638888888889,Feature
TypeScript,3392,2334,941.4492708333333,MERGED,390,454,10,2,4,0,False,0,2,1,5471,844,252.58833333333334,Bug
TypeScript,3392,2334,944.9397685185186,MERGED,650,3134,75,3,162,436,False,0,3,2,10214,3784,749.5097222222222,Bug
TypeScript,3392,2334,940.9532407407409,MERGED,4735,8185,108,1,46,81,False,0,1,1,8131,12920,172.85916666666665,Feature
Rust,591,3260,521.2531712962963,MERGED,719,513,25,0,13,57,False,0,0,0,7748,1232,25.53,Document
TypeScript,3392,2334,944.9695949074074,MERGED,21,38,9,1,2,634,False,0,1,1,6322,59,1.0902777777777777,Feature
Python,2407,12180,215.80091435185184,MERGED,529,2570,106,0,34,207,True,0,0,0,5277,3099,22.585833333333333,Document
Go,30,295,319.17261574074075,MERGED,7,343,11,12,11,82,True,0,12,1,4908,350,69.95111111111112,Bug
Python,2407,12180,214.95291666666665,MERGED,34,43,8,0,7,204,True,0,0,0,6233,77,7.4558333333333335,Document
C++,2234,23694,2329.1169791666666,CLOSED,47,136,4,2,3,198,False,2,0,0,6951,183,72.34527777777778,Bug
TypeScript,4,33,736.210462962963,MERGED,64,125,16,2,4,561,True,1,1,1,5152,189,105.97944444444444,Bug
Python,2407,12180,213.85635416666665,MERGED,26,63,15,1,15,198,True,0,1,1,6862,89,5.113611111111111,Document
Python,2407,12180,214.2745601851852,MERGED,13,205,12,6,5,202,True,2,4,1,5308,218,0.22444444444444445,Document
TypeScript,3392,2334,942.0716898148148,MERGED,41,72,19,1,2,631,False,0,1,1,6168,113,0.30833333333333335,Bug
TypeScript,3392,2334,941.9367708333333,MERGED,99,123,13,1,2,630,False,0,1,1,5592,222,0.21194444444444444,Feature
C++,2234,23694,2328.764328703704,CLOSED,32,67,15,0,2,286,False,0,0,0,6151,99,3.493333333333333,Bug
TypeScript,4,33,736.8028356481482,MERGED,423,186,58,1,1,64,False,0,1,1,5170,609,0.12583333333333332,Document
Vue,0,1,216.28166666666667,MERGED,1141,2558,35,0,18,29,False,0,0,0,5691,3699,171.00555555555556,Document
Java,450,746,4044.9478587962963,MERGED,18,156,4,1,9,747,False,0,1,1,5330,174,54.005833333333335,Bug
Vue,0,1,219.05087962962963,MERGED,59,139,9,0,1,137,True,0,0,0,5582,198,1.021388888888889,Bug
Python,2407,12180,210.75362268518518,MERGED,198,224,16,0,8,194,True,0,0,0,7398,422,12.253055555555555,Document
TypeScript,3392,2334,939.0494791666666,MERGED,44,66,5,1,4,78,False,0,1,1,7852,110,8.615833333333333,Bug
Go,421,1654,1483.28625,MERGED,1369,1341,15,1,15,37,False,0,1,1,24971,2710,524.2075,Bug
TypeScript,4,33,733.2386805555556,MERGED,114,107,8,2,14,180,True,1,1,1,8002,221,20.037777777777777,Feature
TypeScript,3392,2334,936.8870833333334,MERGED,32,50,6,2,1,228,False,0,2,1,7185,82,28.319166666666668,Bug
Rust,413,5117,435.1862384259259,MERGED,5,90,5,0,9,0,False,0,0,0,5316,95,85.68055555555556,Document
Rust,413,5117,436.72554398148145,MERGED,76,7,10,0,1,0,False,0,0,0,5521,83,0.7152777777777778,Document
TypeScript,3392,2334,936.3259374999999,MERGED,91,231,9,1,7,254,False,0,1,1,7338,322,1.4638888888888888,Bug
Rust,591,3260,520.1652314814816,MERGED,239,922,18,1,11,174,True,1,0,0,11125,1161,48.06472222222222,Document
Rust,591,3260,519.2999074074074,MERGED,197,369,9,0,19,25,True,0,0,0,8045,566,64.33583333333333,Document
C++,2234,23694,2329.0336458333336,CLOSED,72,137,10,0,14,287,False,0,0,0,8974,209,210.01583333333335,Bug
TypeScript,4,33,739.5088773148149,MERGED,140,543,34,1,14,371,True,0,1,1,7827,683,37.5775,Document
TypeScript,3392,2334,941.0248611111111,MERGED,242,155,20,1,6,264,False,0,1,1,10979,397,120.14805555555556,Bug
Python,2407,12180,212.27997685185187,MERGED,99,129,9,6,20,197,True,4,2,1,9799,228,24.68777777777778,Document
TypeScript,3392,2334,937.4905902777778,MERGED,4691,206,76,3,3,0,False,0,3,2,8656,4897,64.03,Bug
TypeScript,3392,2334,937.865925925926,MERGED,313,1451,37,1,21,613,False,0,1,1,10509,1764,1.5158333333333334,Feature
Rust,433,2229,206.79666666666665,MERGED,23,687,10,0,3,196,False,0,0,0,8426,710,2.7472222222222222,Bug
TypeScript,3989,23860,2802.8748148148147,MERGED,161,279,16,2,14,61,True,0,2,1,11614,440,33.84111111111111,Bug
Rust,433,2229,208.5281828703704,MERGED,1653,2236,38,1,13,206,False,0,1,1,13205,3889,5.033611111111111,Bug
TypeScript,3392,2334,938.1111342592593,MERGED,70,122,15,1,22,257,False,0,1,1,10867,192,23.822222222222223,Bug
Python,2407,12180,209.8745486111111,MERGED,426,325,18,0,29,192,True,0,0,0,10895,751,8.699166666666667,Document
TypeScript,3392,2334,943.1426967592593,MERGED,119,406,33,5,43,236,False,1,4,3,16503,525,886.4205555555556,Feature
C++,2234,23694,2331.9333101851853,CLOSED,73,115,20,1,19,289,False,1,0,0,13990,188,140.42388888888888,Bug
Python,2407,12180,217.19979166666667,MERGED,57,619,64,0,49,209,True,0,0,0,23877,676,1.3027777777777778,Document
Python,2407,12180,216.79907407407407,MERGED,420,418,48,0,15,208,True,0,0,0,16700,838,1.496388888888889,Document
Python,19248,70257,2432.799328703704,CLOSED,649,1015,15,4,6,56,False,2,2,1,30474,1664,313.1672222222222,Document
TypeScript,85,721,297.00872685185186,MERGED,35,13,1,3,4,2,False,3,0,0,1144,48,72.8125,Document
TypeScript,202,107,1124.6414351851852,MERGED,1,13,2,4,1,199,True,0,4,4,1777,14,0.38416666666666666,Document
TypeScript,3392,2334,947.1773148148148,CLOSED,0,24,2,1,1,277,False,0,1,1,1704,24,23.21638888888889,Feature
TypeScript,4,33,741.2383101851851,CLOSED,1,141,9,2,11,188,True,1,1,1,1811,142,1390.5755555555556,Feature
C#,0,0,95.85230324074074,MERGED,53,69,8,0,8,0,True,0,0,0,3106,122,0.14083333333333334,Document
TypeScript,4,33,741.2396759259259,CLOSED,10,155,6,2,9,189,True,1,1,1,2768,165,1390.5472222222222,Feature
TypeScript,3392,2334,949.2365162037037,CLOSED,3,11,1,2,1,0,False,0,2,1,1639,14,2222.8333333333335,Bug
C++,2234,23694,2337.955034722222,MERGED,0,30,1,1,6,2,False,0,1,1,563,30,456.7388888888889,Document
Rust,417,2801,901.3973726851851,MERGED,84,220,4,2,4,9,False,1,1,1,481,304,1045.8055555555557,Document
TypeScript,149,2900,361.4866435185185,MERGED,160,2812,230,4,429,168,True,0,4,1,75,2972,597.2211111111111,Feature
Python,19248,70257,2439.6305787037036,CLOSED,20,18,3,2,3,1548,False,2,0,0,443,38,3.6491666666666664,Bug
PHP,1334,2960,4188.939814814815,MERGED,0,8,1,0,1,68,False,0,0,0,1880,8,0.48833333333333334,Document
TypeScript,178,1359,300.66697916666664,MERGED,0,4,1,7,1,2,False,1,6,3,628,4,4.266666666666667,Feature
TypeScript,2147,14722,1454.0000347222222,MERGED,0,2,2,0,1,12,False,0,0,0,924,2,72.7161111111111,Feature
TypeScript,178,1359,303.6284259259259,MERGED,3,3,2,1,1,2,True,0,1,1,986,6,0.011944444444444445,Feature
TypeScript,178,1359,299.61412037037036,CLOSED,10,17,1,2,1,0,False,0,2,2,646,27,14.132222222222222,Feature
TypeScript,178,1359,302.60508101851855,MERGED,1,4,1,1,1,1,False,0,1,1,814,5,9.026388888888889,Bug
TypeScript,2147,14722,1453.9257060185184,MERGED,3,3,1,0,1,284,False,0,0,0,1015,6,2.2022222222222223,Feature
Python,19248,70257,2439.6822685185184,CLOSED,1,1,1,1,1,83,False,0,1,1,439,2,1.1636111111111112,Feature
PHP,1334,2960,4185.157534722222,MERGED,1,1,1,3,2,7,False,1,2,2,1587,2,668.8433333333334,Document
TypeScript,178,1359,301.68258101851853,MERGED,2,6,1,1,1,5,True,0,1,1,980,8,0.10888888888888888,Bug
Go,421,1654,1489.9925231481482,CLOSED,238,656,17,10,14,1,False,7,3,1,1854,894,343.43055555555554,Bug
TypeScript,7,6,625.9982175925926,MERGED,1,65,2,0,5,212,False,0,0,0,848,66,289.6136111111111,Feature
TypeScript,2147,14722,1450.139988425926,MERGED,7,6,1,0,1,31,False,0,0,0,580,13,2.040277777777778,Bug
JavaScript,3618,9017,2263.6610416666667,MERGED,3,4,1,7,1,1779,False,2,5,4,832,7,26.859444444444446,Bug
TypeScript,178,1359,300.72219907407407,MERGED,1,1,1,2,2,0,False,0,2,2,905,2,2.7125,Bug
TypeScript,2147,14722,1453.2447685185186,MERGED,2,8,3,0,1,283,False,0,0,0,2223,10,349.7319444444444,Bug
TypeScript,261,3765,654.6058333333334,CLOSED,296,100,6,0,1,824,True,0,0,0,953,396,0.5625,Document
TypeScript,2147,14722,1452.1770949074073,MERGED,1,1,1,0,1,11,False,0,0,0,789,2,0.415,Bug
TypeScript,178,1359,299.8877430555555,MERGED,0,6,1,1,1,4,True,0,1,1,896,6,7.875555555555556,Feature
Python,72,25,1617.5044444444445,MERGED,0,1,1,0,1,21,False,0,0,0,499,1,0.12861111111111112,Bug
Java,547,304,207.88370370370373,MERGED,0,156,1,0,3,1,False,0,0,0,605,156,0.43805555555555553,Document
Java,547,304,207.9261226851852,MERGED,0,72,1,0,4,2,False,0,0,0,623,72,16.157222222222224,Document
TypeScript,199,371,754.9875347222222,MERGED,1,1,1,2,1,32,False,0,2,2,640,2,0.06194444444444445,Feature
TypeScript,85,721,293.2050925925926,MERGED,0,47,1,1,1,1,False,1,0,0,1092,47,0.19055555555555556,Document
C++,2234,23694,2337.907037037037,MERGED,2,2,1,1,1,194,False,0,1,1,516,4,1.5338888888888889,Bug
TypeScript,85,721,296.2452083333333,MERGED,25,10,2,3,2,4,False,2,1,1,1790,35,91.15833333333333,Document
Rust,264,5382,383.41086805555557,MERGED,58,8,6,14,7,0,False,7,7,1,1193,66,513.2680555555555,Feature
TypeScript,2147,14722,1450.0210069444445,MERGED,6,4,1,0,1,151,False,0,0,0,766,10,0.33,Bug
PHP,1334,2960,4187.538414351852,CLOSED,1,1,1,1,1,0,False,0,1,1,1553,2,441.6355555555556,Document
JavaScript,5139,7048,1184.110023148148,MERGED,49,0,3,1,1,92,False,0,1,1,713,49,0.9575,Feature
JavaScript,8844,63474,4058.0197569444445,MERGED,1,1,1,10,1,1,False,3,7,3,688,2,17.857777777777777,Bug
TypeScript,85,721,294.3840740740741,MERGED,5,66,2,4,5,3,False,3,1,1,1870,71,135.90277777777777,Document
JavaScript,5139,7048,1183.8090277777778,MERGED,20,0,2,1,1,87,False,0,1,1,564,20,0.1386111111111111,Feature
C++,2234,23694,2338.832974537037,MERGED,3,4,1,1,1,293,False,0,1,1,734,7,11.086666666666666,Bug
TypeScript,85,721,293.94425925925924,MERGED,4,4,2,0,2,144,False,0,0,0,1366,8,146.5025,Document
TypeScript,85,721,296.25487268518515,MERGED,98,2188,37,0,14,73,False,0,0,0,3206,2286,472.4925,Document
TypeScript,261,3765,657.776724537037,MERGED,1,1,1,0,1,562,True,0,0,0,1083,2,0.42,Document
TypeScript,261,3765,654.7915624999999,MERGED,22,33,4,0,1,87,False,0,0,0,1585,55,118.0625,Document
Go,421,1654,1490.219675925926,CLOSED,2,3,1,2,1,52,False,1,1,1,986,5,4.235,Bug
TypeScript,261,3765,657.5945138888889,MERGED,12,51,10,0,4,840,True,0,0,0,1419,63,4.983611111111111,Document
Starlark,440,286,469.99512731481485,CLOSED,0,126,2,2,6,0,False,2,0,0,1499,126,1447.9725,Feature
Rust,264,5382,382.84835648148146,MERGED,5,5,3,1,1,61,True,1,0,0,702,10,29.37,Bug
TypeScript,178,1359,302.5681597222222,CLOSED,1,2,1,1,1,0,False,0,1,1,1121,3,0.4136111111111111,Bug
Rust,264,5382,382.76017361111116,CLOSED,3,10,3,2,1,374,False,1,1,1,702,13,29.474166666666665,Feature
JavaScript,5139,7048,1184.6739699074074,MERGED,26,48,21,5,3,176,False,0,5,3,2379,74,690.7575,Document
TypeScript,307,2556,519.6564236111111,MERGED,1,208,6,2,4,169,True,0,2,1,2253,209,1098.5933333333332,Feature
TypeScript,2147,14722,1453.7744328703702,MERGED,18,18,2,0,1,93,False,0,0,0,1546,36,1.0394444444444444,Document
TypeScript,178,1359,301.75498842592594,MERGED,6,14,2,3,3,10,True,1,2,2,1711,20,6.822222222222222,Bug
TypeScript,2147,14722,1453.209837962963,MERGED,0,15,3,0,2,17,False,0,0,0,1625,15,14.005277777777778,Feature
TypeScript,261,3765,656.642951388889,MERGED,1,8,2,0,1,834,True,0,0,0,1453,9,0.22444444444444445,Document
TypeScript,2147,14722,1452.2248148148149,MERGED,12,19,4,0,1,662,False,0,0,0,1871,31,42.373333333333335,Document
JavaScript,8844,63474,4056.6390277777778,MERGED,0,13,1,0,3,71,True,0,0,0,1011,13,170.24277777777777,Feature
